protein1	protein2	cost
CCT5	PPP2R2B	0.598835
CCT5	SSSCA1	0.2029
CCT5	CCT4	0.654948
CCT5	ACTA2	0.637833
CCT5	ACTA1	0.637833
CCT5	FBXW4	0.598835
CCT5	PSMA6	0.654948
CCT5	CUL4A	0.598835
CCT5	WDR82	0.598835
DLEU1	KAT5	0.492041
DLEU1	CCDC90B	0.565996
DLEU1	EEF1A1	0.565996
DLEU1	UTP14A	0.565996
DLEU1	ABCD4	0.63215
DLEU1	EEF1G	0.565996
CCNA2	KAT2B	0.388868
CCNA2	UIMC1	0.598835
CCNA2	BRCA2	0.561127
CCNA2	ANAPC4	0.598835
CCNA2	CDK1	0.0716994
CCNA2	PRC1	0.561127
CCNA2	CDC20	0.0898594
CCNA2	SP1	0.243823
CCNA2	E2F3	0.830932
CCNA2	CDKN1C	0.598835
CCNA2	DYRK1B	0.598835
CCNA2	PSMA6	0.598835
IPO7	STAU1	0.598835
IPO7	SIRT7	0.598835
IPO7	MYC	0.598835
IPO7	HSPA4L	0.654948
IPO7	RAN	0.356256
IPO7	RPL5	0.85922
IPO7	RNASEH2A	0.654948
IPO7	TRAF6	0.598835
OLIG1	PSMD14	0.492989
OLIG1	CCNDBP1	0.598835
FBXO11	RBX1	0.598835
FBXO11	TXN	0.598835
FBXO11	YA61	0.598835
FBXO11	PSMA6	0.598835
SEH1L	BECN1	0.598835
SEH1L	ACTR1B	0.654948
SEH1L	HECW2	0.598835
MAP3K11	MAP3K12	0.830932
MAP3K11	HSPA4	0.598835
MAP3K11	MAPK8IP1	0.289938
MAP3K11	MAP4K2	0.467367
MAP3K11	TRAF2	0.598835
MAP3K11	TRAF6	0.332937
IFNA8	IFNAR2	0.598835
IFNA8	IFNAR1	0.598835
ABCG5	PIK3R1	0.598835
ABCG5	NCK1	0.598835
ABCG5	ABCG8	0.402371
HAUS2	MCM7	0.598835
HAUS2	STOML2	0.598835
HAUS2	PHKG2	0.598835
HAUS2	FXYD6	0.492989
HAUS2	TUBG1	0.598835
HAUS2	HDAC5	0.598835
HAUS2	TUBB	0.598835
HAUS2	UBB	0.598835
HAUS2	RPL5	0.598835
HAUS2	MRPS24	0.598835
HAUS2	HSPA9	0.598835
HAUS2	AMOT	0.598835
ZFYVE21	REEP6	0.443583
ZFYVE21	SIAH1	0.443583
ZFYVE21	MID2	0.443583
ZFYVE21	KRT40	0.443583
ATP5J2	ZFPL1	0.530378
ATP5J2	CRELD1	0.594442
ATP5J2	MYC	0.410771
ATP5J2	PVRL2	0.594442
ATP5J2	NDUFB9	0.654948
ATP5J2	TRAF6	0.598835
FEZ1	CSTF2	0.530378
FEZ1	SMARCD1	0.458237
FEZ1	TBC1D25	0.594442
FEZ1	CCL7	0.530378
FEZ1	SMC3	0.419331
FEZ1	TOMM20	0.530378
FEZ1	PDCD7	0.374133
FEZ1	HTT	0.36509
FEZ1	TXNDC9	0.439444
FEZ1	NDUFB9	0.530378
FEZ1	C16ORF59	0.530378
FEZ1	HTATSF1	0.530378
FEZ1	SMEK2	0.594442
FEZ1	SCOC	0.594442
STT3B	ABCC1	0.654948
STT3B	RPS15	0.654948
STT3B	HADHA	0.654948
STT3B	SRSF7	0.654948
STT3B	PLP2	0.654948
PHC2	AEN	0.443583
PHC2	KAT5	0.443583
PHC2	SIAH1	0.251912
PHC2	SCML2	0.598835
PHC2	COMMD3-BMI1	0.108683
PHC2	BYSL	0.334452
PHC2	CSNK2B	0.594442
PHC2	PRPF31	0.443583
PHC2	SSX2IP	0.443583
PHC2	HECW2	0.598835
PHC2	LMO2	0.334452
PHC2	KIFC3	0.443583
PHC2	MFAP1	0.443583
PHC2	FAM74A6	0.443583
PHC2	SP1	0.492041
PHC2	NCK1	0.594442
PHC2	ENKD1	0.334452
PHC2	MCRS1	0.472754
GOLGB1	USO1	0.561127
GOLGB1	VRK1	0.73224
ZNF490	ZC4H2	0.443583
ZNF490	CCNDBP1	0.443583
ZNF490	KRT40	0.432162
ZNF490	CCDC136	0.443583
KAT2B	UBE2D1	0.561127
KAT2B	SATB1	0.379173
KAT2B	NFATC1	0.561127
KAT2B	HSPA4	0.598835
KAT2B	GLI1	0.598835
KAT2B	HNRNPD	0.537305
KAT2B	SAT2	0.594442
KAT2B	KLF15	0.45648
KAT2B	BRCA2	0.332937
KAT2B	CDK8	0.598835
KAT2B	ESRRA	0.45648
KAT2B	SRCAP	0.85922
KAT2B	JDP2	0.85922
KAT2B	ATXN3	0.45648
KAT2B	CTBP1	0.272878
KAT2B	ONECUT1	0.549451
KAT2B	IRF7	0.830932
KAT2B	TTF1	0.561127
KAT2B	MYC	0.295859
KAT2B	NCOA4	0.561127
KAT2B	NCOA3	0.332818
KAT2B	DACH2	0.830932
KAT2B	RBPJ	0.472754
KAT2B	FOXO3	0.637833
KAT2B	HTT	0.561127
KAT2B	CDCA4	0.45648
KAT2B	SIRT1	0.45648
KAT2B	IRF5	0.598835
RLF	ZNF24	0.598835
RLF	RIT2	0.549451
KPNA3	MEPCE	0.598835
KPNA3	TGM2	0.73985
KPNA3	COIL	0.452941
KPNA3	MVP	0.594442
KPNA3	HTT	0.63215
KPNA3	SIRT1	0.598835
KPNA3	MTA1	0.443583
KPNA3	AICDA	0.598835
CCDC50	UBB	0.492041
SLC25A46	MARC1	0.654948
ZNF280C	LMNA	0.598835
SCAF8	GOLGA2	0.392016
SCAF8	CDC5L	0.501461
GCNT1	HSPA14	0.63215
GCNT1	CCDC80	0.63215
ELAVL4	ELAVL2	0.717078
ELAVL4	NXF1	0.45648
INO80C	ACTL6A	0.598835
INO80C	TFPT	0.598835
INO80C	INO80B	0.598835
INO80C	ACTR5	0.598835
INO80C	MCRS1	0.598835
MAP3K8	ACTL6A	0.598835
MAP3K8	REL	0.394133
MAP3K8	TUBB	0.598835
MAP3K8	MAP3K14	0.460565
MAP3K8	TRAF2	0.473958
MAP3K8	STIP1	0.492989
MAP3K8	PPP5C	0.598835
MAP3K8	TRAF6	0.585069
MAP3K8	HSPA9	0.598835
UBE2S	TNPO3	0.63215
UBE2S	RBCK1	0.594442
UBE2S	TTC4	0.654948
UBE2S	ANAPC4	0.561127
UBE2S	ZC3H18	0.654948
UBE2S	ATXN3	0.561127
UBE2S	ATP6V1A	0.654948
UBE2S	MEPCE	0.598835
UBE2S	USP21	0.561127
UBE2S	CDC20	0.391484
UBE2S	USP15	0.561127
UBE2S	CYLD	0.561127
UBE2S	TPX2	0.654948
UBE2S	USP10	0.654948
C11ORF84	HECW2	0.598835
TFDP2	LIN37	0.598835
TFDP2	E2F3	0.674854
TFDP2	E2F4	0.561127
MT1X	POT1	0.594442
MT1X	VKORC1	0.594442
HSFX2	RBFOX1	0.594442
HSFX2	IARS2	0.598835
IMMP2L	HNRNPD	0.594442
AEN	KHDRBS2	0.392016
AEN	ZBTB43	0.392016
AEN	SSX2IP	0.443583
AEN	MID2	0.443583
AEN	ZNF473	0.392016
AEN	EXOSC8	0.392016
AEN	KRT40	0.392016
ARHGAP24	HTT	0.63215
RSPH9	HECW2	0.598835
LY6G5B	FN1	0.598835
ELSPBP1	ID2	0.472754
PIK3CB	HPS6	0.492989
PIK3CB	PIK3R1	0.191745
VEGFA	FLT1	0.119299
VEGFA	HSPA4	0.598835
VEGFA	YBX1	0.85922
VEGFA	YBX3	0.85922
VEGFA	PGF	0.410771
VEGFA	LYVE1	0.561127
XRCC3	BAP1	0.63215
XRCC3	BRCA2	0.298244
XRCC3	ZSWIM7	0.45648
XRCC3	ZNHIT3	0.594442
XRCC3	RAD51C	0.0313783
RIPK2	ECHS1	0.598835
RIPK2	RPL36	0.598835
RIPK2	LRRK2	0.561127
RIPK2	TUBB	0.598835
RIPK2	PRMT2	0.594442
RIPK2	CASP8	0.85922
RIPK2	TRAF2	0.299109
RIPK2	CARD6	0.402371
RIPK2	GEMIN4	0.598835
RIPK2	CASP12	0.598835
RIPK2	HSPA6	0.598835
RIPK2	PSMB5	0.598835
RIPK2	YA61	0.598835
RIPK2	TRAF6	0.292407
RIPK2	PSMA6	0.598835
RIPK2	BCL10	0.85922
ARPC1A	TPD52L2	0.654948
ARPC1A	CALU	0.654948
ARPC1A	OLA1	0.654948
ARPC1A	C14ORF142	0.654948
IP6K1	RBX1	0.598835
IP6K1	EXOSC7	0.530378
IP6K1	GPS1	0.561127
IP6K1	CUL4A	0.598835
GINS3	GINS4	0.410116
GINS3	ECHS1	0.654948
GINS3	GSS	0.654948
GINS3	GINS1	0.561127
GINS3	VCL	0.654948
GINS3	PPP5C	0.654948
GINS3	HSPA9	0.654948
FAM160B1	PARP2	0.561127
KCNK12	AXIN2	0.63215
FAM103A1	RBPMS	0.565996
FAM103A1	TRIM23	0.392016
FLT1	STAT1	0.85922
FLT1	PIK3R1	0.436465
FLT1	SRPK1	0.561127
FLT1	NCK1	0.763579
FLT1	PGF	0.391484
APBA2	USP20	0.598835
APBA2	LRP8	0.594442
AARS2	COMMD3-BMI1	0.598835
YPEL3	RBPMS	0.594442
YPEL3	SRPK1	0.561127
UCN	CRHR2	0.719821
UCN	LEP	0.830932
MST1R	JAK2	0.85922
MST1R	PIK3R1	0.85922
MST1R	YWHAH	0.598835
MST1R	FURIN	0.561127
MST1R	EPOR	0.598835
NUAK2	BTRC	0.598835
NUAK2	TGFBR1	0.85922
TBX5	KAT5	0.561127
TBX5	NKX2-5	0.275217
ZSCAN32	ZSCAN22	0.443583
ZSCAN32	ZNF446	0.374133
ZSCAN32	ZKSCAN4	0.443583
ZSCAN32	ZNF24	0.278065
ZSCAN32	TRAF2	0.443583
DRICH1	MYOZ2	0.392016
DRICH1	C19ORF66	0.392016
APOBEC3F	COMMD3-BMI1	0.598835
RBX1	UBE2D1	0.0102477
RBX1	LRRC14	0.598835
RBX1	DDA1	0.598835
RBX1	HOXB4	0.598835
RBX1	VRK2	0.561127
RBX1	RNF126	0.594442
RBX1	TRIM74	0.492989
RBX1	KLHL7	0.598835
RBX1	FBXL5	0.436465
RBX1	CDC34	0.0074521
RBX1	COPS4	0.598835
RBX1	WNK1	0.561127
RBX1	BTRC	0.410771
RBX1	CASP3	0.598835
RBX1	HAX1	0.594442
RBX1	UBE2E3	0.561127
RBX1	FBXW7	0.312498
RBX1	GPS1	0.598835
RBX1	GRK5	0.598835
RBX1	PSMA6	0.598835
RBX1	CUL4A	0.0436122
RBX1	PTGS2	0.598835
C9ORF72	CRX	0.392016
C9ORF72	REL	0.392016
C9ORF72	SRPK1	0.441963
C9ORF72	NMI	0.392016
TMCC2	TMCC2	0.443583
TMCC2	AMOTL2	0.443583
TMCC2	KAT5	0.443583
TMCC2	PTOV1	0.565996
TMCC2	PRPF31	0.443583
TMCC2	FAM74A6	0.512276
TPD52L2	TPD52L2	0.63215
TPD52L2	PDIA6	0.654948
TPD52L2	CALU	0.654948
TPD52L2	SSSCA1	0.654948
TPD52L2	ARPC1B	0.654948
TPD52L2	AARS	0.654948
BRD4	RBM25	0.598835
BRD4	KAT8	0.73224
BRD4	RPL6	0.654948
BRD4	CDK8	0.598835
BRD4	RFC3	0.45648
BRD4	PIK3R1	0.598835
BRD4	MED1	0.410771
BRD4	GLTSCR1	0.598835
BRD4	ZNF592	0.598835
BRD4	CHD4	0.598835
BRD4	RFC1	0.45648
BRD4	WHSC1L1	0.598835
BRD4	NCK1	0.598835
BRD4	RFC5	0.45648
BRD4	SIRT1	0.598835
UBE2D1	BRCC3	0.561127
UBE2D1	FOS	0.561127
UBE2D1	WDR1	0.654948
UBE2D1	SMURF2	0.284827
UBE2D1	SIAH1	0.154775
UBE2D1	BRE	0.561127
UBE2D1	ZNRF4	0.594442
UBE2D1	RNF126	0.235541
UBE2D1	RPS17	0.63215
UBE2D1	NEDD4L	0.270413
UBE2D1	CBLC	0.561127
UBE2D1	BIRC8	0.594442
UBE2D1	MARCH8	0.561127
UBE2D1	UBL7	0.654948
UBE2D1	UBE4A	0.594442
UBE2D1	PJA2	0.594442
UBE2D1	BTRC	0.598835
UBE2D1	TRAIP	0.561127
UBE2D1	RNF8	0.376967
UBE2D1	ZNRF1	0.317438
UBE2D1	MID2	0.344603
UBE2D1	TRAF2	0.561127
UBE2D1	TRIM23	0.376967
UBE2D1	UFM1	0.426389
UBE2D1	SSSCA1	0.654948
UBE2D1	WDR4	0.654948
UBE2D1	FAF2	0.561127
UBE2D1	RNF167	0.393241
UBE2D1	TRAF6	0.458237
UBE2D1	HERC3	0.561127
UBE2D1	TRIM45	0.594442
NDUFA8	MYC	0.598835
SRSF10	SAP18	0.654948
SRSF10	VASN	0.654948
SRSF10	EZH2	0.598835
SRSF10	STAU1	0.598835
SRSF10	PRKDC	0.654948
SRSF10	HECW2	0.598835
SRSF10	SUZ12	0.598835
SRSF10	UTP14A	0.654948
SRSF10	SRPK1	0.561127
SRSF10	SEPT2	0.654948
SRSF10	PHGDH	0.654948
RPL37	ZNF24	0.598835
RPL37	MFAP1	0.654948
RPL37	POLR1B	0.594442
N4BP2	TOLLIP	0.492989
CHRM1	GPRASP1	0.484455
C18ORF54	PARP2	0.561127
RASSF1	RASSF1	0.598835
RASSF1	TUBG1	0.561127
RASSF1	KCNE3	0.594442
RASSF1	TUBB	0.561127
RASSF1	BTRC	0.407758
RASSF1	CDC20	0.249941
RASSF1	EXOSC8	0.581499
RASSF1	STK3	0.0845978
RASSF1	CUL4A	0.598835
RASSF1	MAPK8	0.85922
GINS4	PDHA1	0.654948
GINS4	GINS1	0.561127
GINS4	ASL	0.654948
GINS4	GRK5	0.598835
OVOL1	MAFF	0.492989
SOS1	SPTAN1	0.594442
SOS1	FYN	0.561127
SOS1	PIK3R1	0.410771
SOS1	FGFR1	0.598835
SOS1	RIT2	0.585069
SOS1	ATP6V1E1	0.830932
SOS1	NCK1	0.110296
SOS1	NOSTRIN	0.561127
TM4SF1	ANPEP	0.830932
STRAP	GEMIN2	0.598835
STRAP	COMMD3-BMI1	0.598835
STRAP	CAPZA1	0.654948
STRAP	HDAC5	0.598835
STRAP	FYTTD1	0.598835
STRAP	SMAD6	0.571676
STRAP	TGFBR2	0.410771
STRAP	NXF1	0.763579
STRAP	NOS2	0.598835
STRAP	SNRPD3	0.549451
STRAP	TRAF6	0.598835
STRAP	TGFBR1	0.298244
STRAP	NME2	0.598835
TAP1	SRSF3	0.654948
TAP1	PSMB8	0.594442
TAP1	THOC5	0.407424
TAP1	COPB1	0.598835
TAP1	KRTAP4-12	0.452941
TAP1	HLA-G	0.598835
TAP1	SFXN1	0.654948
TAP1	TDP2	0.492989
TAP1	PSMB5	0.763579
NDUFA7	RRBP1	0.654948
NDUFA7	CDV3	0.654948
NDUFA7	HRSP12	0.654948
NDUFA7	RBMS1	0.654948
NDUFA7	OLA1	0.654948
NDUFA7	TPX2	0.654948
LRRC14	COPS4	0.598835
VPS33A	VPS18	0.426716
VPS33A	MON1A	0.561127
KLK3	FN1	0.598835
KLK3	EPOR	0.830932
KLK3	A2M	0.598835
ABCC1	NDUFAF3	0.654948
ABCC1	TMOD2	0.654948
ABCC1	SURF1	0.654948
ABCC1	PUF60	0.654948
ABCC1	NDUFB9	0.654948
ABCC1	SAFB	0.654948
ABCC1	FKBP8	0.654948
ABCC1	FLOT1	0.654948
ADIPOQ	SYNE4	0.392016
ADIPOQ	PDGFB	0.598835
FZD5	LRRK2	0.73224
FZD5	WNT5A	0.520073
FZD5	ROR2	0.85922
SDC1	HGF	0.561127
SDC1	AHCY	0.654948
SDC1	CXCL8	0.561127
ABRA	ACTA1	0.594442
VPS25	PUS1	0.654948
VPS25	APIP	0.452941
VPS25	UBAC1	0.654948
VPS25	REL	0.392016
VPS25	CRLF3	0.392016
VPS25	WDR92	0.654948
VPS25	AGL	0.654948
FERMT3	FN1	0.598835
FERMT3	LSM8	0.519696
FERMT3	EXOSC10	0.594442
H2AFV	FKBP9	0.654948
H2AFV	TUBG1	0.598835
H2AFV	FN1	0.598835
H2AFV	AHCY	0.654948
H2AFV	CUL4A	0.598835
NOL4L	CTBP1	0.294386
NOL4L	SRPK1	0.441963
MCM7	SF3A1	0.654948
MCM7	FN1	0.598835
MCM7	HDAC5	0.598835
MCM7	GOLGA2	0.443583
MCM7	RECQL5	0.598835
MCM7	CNOT8	0.598835
MCM7	RBBP4	0.654948
MCM7	STAU1	0.598835
MCM7	EPAS1	0.598835
MCM7	CDC7	0.393241
MCM7	MYC	0.30963
MCM7	UBB	0.598835
MCM7	SUZ12	0.598835
MCM7	KIFC3	0.443583
MCM7	RAD17	0.73985
MCM7	CRLS1	0.85922
MCM7	CDKN1C	0.472754
MCM7	CCNH	0.598835
MCM7	TRAF6	0.598835
MCM7	INTS6	0.374626
SATB1	POLR2J	0.419331
SATB1	CTBP1	0.45648
SATB1	CHD4	0.501461
SATB1	CASP6	0.475767
SATB1	SIRT1	0.429349
SATB1	SIN3A	0.654948
ARMC5	TUBG1	0.598835
RMI1	BLM	0.209129
TAF8	GNB2	0.598835
TAF8	MED26	0.598835
ARID3B	POT1	0.594442
ARID3B	MEPCE	0.598835
CIR1	RBPJ	0.562892
COL10A1	ANXA5	0.549451
SLC25A5	SMURF2	0.598835
SLC25A5	MAP3K3	0.598835
SLC25A5	LRRK2	0.598835
SLC25A5	LMNA	0.654948
SLC25A5	RPL6	0.654948
SLC25A5	HDGF	0.598835
SLC25A5	LGALS3	0.654948
SLC25A5	FN1	0.598835
SLC25A5	STAU1	0.598835
SLC25A5	RPL10A	0.654948
SLC25A5	RPS24	0.654948
SLC25A5	VCL	0.85922
SLC25A5	ANXA11	0.654948
SLC25A5	RPL5	0.654948
SLC25A5	TRAF2	0.598835
SLC25A5	RPL21	0.654948
SLC25A5	NOS2	0.598835
SLC25A5	RPL23	0.654948
SLC25A5	CUL4A	0.598835
SLC25A5	RPL18	0.654948
SLC25A5	LGR4	0.598835
CDC42BPA	MYL9	0.85922
CDC42BPA	LGR4	0.598835
HPS5	HPS6	0.717078
KDM2A	FOS	0.492989
KDM2A	FBXO32	0.63215
ITGAV	FN1	0.598835
ITGAV	PLP1	0.598835
ITGAV	ITGB5	0.538256
ITGAV	BCAR1	0.598835
ITGAV	P2RY2	0.830932
ITGAV	ADAM9	0.85922
SNUPN	RNF126	0.594442
SNUPN	DBN1	0.594442
SNUPN	RAN	0.561127
SNUPN	KIAA1107	0.63215
SPHK1	FYN	0.561127
SPHK1	EEF1A1	0.45648
SPHK1	TRAF2	0.45648
SPHK1	TRAF6	0.585069
ANXA5	EIF4G1	0.63215
ANXA5	FBN1	0.598835
ANXA5	ITGB5	0.449051
SAP18	EIF3E	0.475767
SAP18	MATR3	0.654948
SAP18	GLI1	0.598835
SAP18	SRSF3	0.654948
SAP18	YARS	0.475767
SAP18	COMMD3-BMI1	0.598835
SAP18	THRAP3	0.654948
SAP18	CSNK2A2	0.598835
SAP18	ATP5L	0.475767
SAP18	KIAA1279	0.475767
SAP18	NSF	0.475767
SAP18	SUZ12	0.598835
SAP18	CDC5L	0.654948
SAP18	MACF1	0.598835
SAP18	SAFB	0.654948
SAP18	GRK5	0.598835
SAP18	PCBP3	0.598835
SAP18	SRSF7	0.654948
SAP18	SEPT2	0.654948
SAP18	SEPT6	0.598835
SAP18	SIN3A	0.561127
SAP18	PHGDH	0.654948
STOML2	MATR3	0.654948
STOML2	SIRT7	0.598835
STOML2	SUZ12	0.598835
REEP6	TNS2	0.392016
REEP6	HMBOX1	0.392016
REEP6	PTPN9	0.443583
REEP6	SNX1	0.413476
EIF4G1	PDCD4	0.585069
EIF4G1	EIF4B	0.654948
EIF4G1	HNRNPD	0.286822
EIF4G1	PSMB8	0.654948
EIF4G1	FN1	0.598835
EIF4G1	EIF5	0.830932
EIF4G1	SIRT7	0.598835
EIF4G1	AIMP2	0.654948
EIF4G1	CENPU	0.594442
EIF4G1	EIF4G3	0.654948
EIF4G1	TRAF2	0.398358
EIF4G1	TRAF6	0.598835
EIF4G1	USP10	0.598835
EIF4G1	LGR4	0.598835
HPDL	NUSAP1	0.654948
HPDL	M6PR	0.654948
HPDL	SUCLA2	0.654948
WAS	DLG1	0.830932
WAS	FYN	0.177749
WAS	DVL2	0.63215
WAS	CSNK2A2	0.830932
WAS	PIK3R1	0.384055
WAS	TRIP10	0.369192
WAS	NCK1	0.0983357
WAS	ARPC1B	0.357984
PDCD4	LRRK2	0.561127
PDCD4	BTRC	0.141795
PDCD4	RPL5	0.419331
PDCD4	ARPC1B	0.654948
DNAJC9	SUZ12	0.598835
VASN	SRSF3	0.654948
VASN	SF3A1	0.654948
VASN	ZC3H18	0.654948
VASN	RPL5	0.654948
VASN	SAFB	0.654948
VASN	SRSF7	0.654948
VASN	SEPT2	0.654948
VASN	PHGDH	0.654948
TTK	LRRK2	0.561127
TTK	CDCA8	0.561127
TTK	TUBB	0.585069
TTK	CASC5	0.561127
TTK	CDC20	0.598835
PHKG2	PHKA1	0.598835
PHKG2	VDAC2	0.598835
PHKG2	PRKDC	0.598835
PHKG2	FASN	0.598835
RBM45	USP21	0.598835
LRRC41	RBPMS	0.565996
ZNF397	ZNF446	0.413476
EIF4B	CSTF2	0.654948
EIF4B	POT1	0.594442
EIF4B	AGO3	0.598835
EIF4B	PRMT3	0.654948
EIF4B	RPL29	0.654948
EIF4B	CASP3	0.765937
EIF4B	SF1	0.654948
EIF4B	XPO7	0.654948
EIF4B	OSBP	0.654948
ZNF3	SSX2IP	0.443583
SEPT3	RNF8	0.443583
SEPT3	SEPT6	0.443583
PRR13	LGALS3	0.443583
PRR13	KRTAP4-12	0.452941
PRR13	LNX1	0.298752
PRR13	GPAA1	0.565996
GTF2E1	CBFA2T2	0.594442
GTF2E1	TRIM29	0.594442
GTF2E1	SND1	0.538056
GTF2E1	RPUSD2	0.654948
GTF2E1	GTF2F2	0.484455
ZNF439	KRTAP4-12	0.452941
ZNF439	GMNN	0.392016
ZNF439	CCNDBP1	0.443583
ZNF439	KRT40	0.392016
CCDC88B	PBX2	0.565996
HSPA12B	KRT40	0.443583
BRCC3	UIMC1	0.0417456
BRCC3	BRE	0.0566297
BRCC3	SF3A1	0.654948
BRCC3	SPAG9	0.654948
BRCC3	BRCA2	0.358614
BRCC3	MDC1	0.598835
BRCC3	WDHD1	0.654948
CDYL2	PRMT5	0.472754
MAB21L2	GOLGA2	0.392016
MAB21L2	KRT40	0.392016
DEFB1	MAP4K2	0.492989
LMF2	KRT40	0.392016
TSSK3	RBCK1	0.443583
TSSK3	GOLGA2	0.392016
TSSK3	RBBP4	0.594442
TSSK3	REL	0.392016
TSSK3	LNX1	0.392016
TSSK3	OIP5	0.492989
KIAA1524	MYC	0.397933
CSTF2	KAT5	0.594442
CSTF2	CPSF1	0.598835
CSTF2	TFG	0.392016
CSTF2	DDX1	0.426716
CSTF2	MAX	0.654948
CSTF2	ZNF341	0.392016
CSTF2	LSM8	0.654948
CSTF2	EEF1G	0.452941
CSTF2	PARN	0.598835
CTNNBIP1	REL	0.392016
PDS5B	BRCA2	0.38351
PDS5B	SIRT7	0.598835
PDS5B	SMC3	0.257372
PDS5B	MYC	0.598835
STK35	BMPR1B	0.85922
STK35	TGFBR1	0.85922
BAP1	RBBP7	0.598835
BAP1	OGT	0.312498
BAP1	AHCYL2	0.598835
BAP1	USP21	0.561127
BAP1	CASP8	0.63215
BAP1	ASXL2	0.312498
BAP1	USP15	0.561127
BAP1	HSPA9	0.654948
BAP1	HIST2H2AA4	0.561127
SV2B	HSFY2	0.392016
CLIP4	SON	0.63215
CLIP4	MAGEA12	0.392016
CLIP4	TULP3	0.63215
CLIP4	TTN	0.63215
CLIP4	KIFC3	0.443583
CLIP4	DCAF6	0.63215
TNPO3	SMURF2	0.553316
TNPO3	PFDN6	0.654948
TNPO3	MYC	0.598835
TNPO3	HNRNPH1	0.654948
WIZ	CTBP1	0.410771
WIZ	HECW2	0.598835
WIZ	CDYL	0.598835
RAD51B	HELQ	0.598835
RAD51B	RAD51C	0.18249
GNA13	LRRK2	0.598835
GNA13	RDX	0.369192
GNA13	ARHGEF28	0.598835
GNA13	TSHR	0.85922
GNA13	S1PR3	0.85922
GNA13	GPR17	0.85922
GNA13	PPP5C	0.561127
GNA13	TGFBR1	0.85922
GNA13	TBXA2R	0.208053
DNASE2	OPA1	0.654948
MYO1B	MAP3K3	0.598835
MYO1B	LRRK2	0.598835
MYO1B	SIRT7	0.598835
MYO1B	CIAO1	0.598835
MYO1B	MYC	0.598835
MYO1B	SP1	0.598835
RRBP1	PPIF	0.654948
RRBP1	CDV3	0.654948
RRBP1	RBMS1	0.654948
RRBP1	IQCB1	0.598835
RRBP1	LGR4	0.598835
CRYBB1	CRYBA4	0.565996
DNTTIP2	KAT5	0.598835
DNTTIP2	TULP3	0.63215
DNTTIP2	SIRT7	0.598835
PHLPP2	RDX	0.598835
PHLPP2	USP12	0.410771
PHLPP2	USP46	0.598835
LAPTM5	SMURF2	0.445567
LAPTM5	EPN2	0.763579
LAPTM5	DISP1	0.392016
LAPTM5	NEDD4L	0.594442
LAPTM5	UBAC1	0.763579
LAPTM5	EPN3	0.452941
LAPTM5	USP13	0.452941
OPRM1	SIAH1	0.398358
OPRM1	GPRASP1	0.561127
OPRM1	DOK4	0.398358
INPP5D	PIK3R1	0.598835
INPP5D	DOK3	0.598835
INPP5D	ARAP1	0.594442
INPP5D	EPOR	0.364713
INPP5D	TRIP10	0.598835
INPP5D	NCK1	0.598835
INPP5D	KRT40	0.392016
FOS	MAFB	0.484455
FOS	CEBPA	0.561127
FOS	BATF	0.73985
FOS	PPIG	0.598835
FOS	MATR3	0.598835
FOS	STAT1	0.410771
FOS	SMARCD1	0.85922
FOS	RPS17	0.598835
FOS	LMNA	0.717078
FOS	RGS7	0.598835
FOS	CSNK2A2	0.435239
FOS	SPI1	0.561127
FOS	CLU	0.397933
FOS	COPS4	0.397933
FOS	PPM1B	0.598835
FOS	CEBPG	0.426945
FOS	NQO1	0.462778
FOS	EP400	0.598835
FOS	NCOA3	0.45648
FOS	NFATC3	0.830932
FOS	XBP1	0.561127
FOS	TSPYL4	0.598835
FOS	MAFF	0.561127
FOS	SRPK1	0.561127
FOS	NMI	0.730265
FOS	SIRT1	0.441963
FOS	GTF2F2	0.538056
FOS	MAF	0.561127
MARCKS	DBN1	0.654948
MARCKS	CNOT8	0.598835
MARCKS	CDK1	0.561127
MARCKS	PKN1	0.561127
MARCKS	TRAF6	0.598835
DLG1	MAP3K3	0.598835
DLG1	CACNG2	0.598835
DLG1	DLGAP3	0.763579
DLG1	BTRC	0.45648
DLG1	DLG2	0.85922
DLG1	TAX1BP3	0.830932
DLG1	GDA	0.85922
DLG1	ASAP1	0.561127
DLG1	KCNA5	0.410771
DLG1	CYSLTR2	0.63215
DLG1	ATP2B4	0.561127
DLG1	GRIN2B	0.407758
DLG1	GRIN2A	0.333363
DLG1	GLS2	0.85922
DLG1	GUCY1A2	0.598835
DLG1	DLGAP4	0.763579
DLG1	ACTA1	0.85922
DLG1	LIN7C	0.598835
DLG1	KCNJ6	0.561127
DLG1	AMOT	0.598835
ITPR1	PSMD2	0.598835
ITPR1	TRPC1	0.598835
ITPR1	CDK1	0.765937
ITPR1	HOMER1	0.830932
ITPR1	ITPRIP	0.717078
ITPR1	EPB41L1	0.472754
ITPR1	PDE5A	0.598835
ITPR1	MRVI1	0.598835
ITPR1	TRPC6	0.598835
CRP	FN1	0.561127
CRP	CFH	0.538056
CRP	LEP	0.830932
RAI2	CTBP1	0.594442
COL5A1	SIRT7	0.598835
COL5A1	PDGFA	0.561127
COL5A1	PDGFB	0.441963
ZNF462	TULP3	0.63215
TNRC6B	TRIM65	0.598835
TNRC6B	CNOT6	0.598835
TNRC6B	AGO3	0.174668
TNRC6B	COMMD3-BMI1	0.598835
TNRC6B	CNOT8	0.598835
TNRC6B	GMPS	0.598835
